Filename,dra,ddec,dra (arcsec),ddec (arcsec),dra_std,ddec_std,Visit,visitnumber,obsid,Exposure,Filter,Module,ab,nmatch,RAOFF_hdr,DECOFF_hdr
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00002_daophot_basic.fits,1.9826725117361093,1.095380025680214,1.9826725117361093,1.095380025680214,0.0646091892710742,0.08484013601119153,jw01182004002,002,004,2,F200W,nrca3,a,187,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00003_daophot_basic.fits,1.9815556910777559,1.0967310671285304,1.9815556910777559,1.0967310671285304,0.06304973769881259,0.08243483746114688,jw01182004002,002,004,3,F200W,nrca3,a,174,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00004_daophot_basic.fits,1.981304385004205,1.0981914313932464,1.981304385004205,1.0981914313932464,0.0636574545733549,0.08077854326154768,jw01182004002,002,004,4,F200W,nrca3,a,174,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00005_daophot_basic.fits,1.9838426198936758,1.0830275234207534,1.9838426198936758,1.0830275234207534,0.07181770241010489,0.08907913574814415,jw01182004002,002,004,5,F200W,nrca3,a,177,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00006_daophot_basic.fits,1.989334487155429,1.089337297589509,1.989334487155429,1.089337297589509,0.07182472720043227,0.082386850389971,jw01182004002,002,004,6,F200W,nrca3,a,179,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00007_daophot_basic.fits,1.9853403960048126,1.043588698504493,1.9853403960048126,1.043588698504493,0.07235382340074702,0.07941044831728936,jw01182004002,002,004,7,F200W,nrca3,a,182,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00008_daophot_basic.fits,1.98840949922278,1.0492943002427637,1.98840949922278,1.0492943002427637,0.07168641765280759,0.08542718331852188,jw01182004002,002,004,8,F200W,nrca3,a,182,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00009_daophot_basic.fits,1.9865384762062603,1.0649914220147707,1.9865384762062603,1.0649914220147707,0.07352949293492872,0.08523851758888001,jw01182004002,002,004,9,F200W,nrca3,a,177,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00010_daophot_basic.fits,1.9944896117642201,1.0708521808114426,1.9944896117642201,1.0708521808114426,0.0769872891187551,0.09071225945437209,jw01182004002,002,004,10,F200W,nrca3,a,175,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00011_daophot_basic.fits,1.9818291787039015,1.0871295669831795,1.9818291787039015,1.0871295669831795,0.07415657561576763,0.08035649190785397,jw01182004002,002,004,11,F200W,nrca3,a,174,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00012_daophot_basic.fits,1.9862761533324373,1.0904550856915876,1.9862761533324373,1.0904550856915876,0.07400445647233526,0.08317258124889376,jw01182004002,002,004,12,F200W,nrca3,a,178,1.9511929331890314,0.9996437433608776
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00001_daophot_basic.fits,1.948106317877955,1.0742515714593495,1.948106317877955,1.0742515714593495,0.05506810032900797,0.051610518455290744,jw01182004002,002,004,1,F200W,nrca4,a,153,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00002_daophot_basic.fits,1.9456093650894217,1.0695273131436025,1.9456093650894217,1.0695273131436025,0.06032896228580623,0.05609334147899313,jw01182004002,002,004,2,F200W,nrca4,a,159,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00003_daophot_basic.fits,1.9588594551129972,1.0608703405520217,1.9588594551129972,1.0608703405520217,0.060356092254203034,0.0588285275686911,jw01182004002,002,004,3,F200W,nrca4,a,157,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00004_daophot_basic.fits,1.95805775431445,1.0755075910229053,1.95805775431445,1.0755075910229053,0.05830841198969818,0.05880829649149146,jw01182004002,002,004,4,F200W,nrca4,a,162,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00005_daophot_basic.fits,1.959566535356953,1.0771606244962086,1.959566535356953,1.0771606244962086,0.06160977066811912,0.055655905515160024,jw01182004002,002,004,5,F200W,nrca4,a,157,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00006_daophot_basic.fits,1.964674307635687,1.0789598453964757,1.964674307635687,1.0789598453964757,0.05548227185154593,0.05399915157847035,jw01182004002,002,004,6,F200W,nrca4,a,160,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00007_daophot_basic.fits,1.9633458739014713,1.0738841510612431,1.9633458739014713,1.0738841510612431,0.05069715300366437,0.05024268905684455,jw01182004002,002,004,7,F200W,nrca4,a,149,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00008_daophot_basic.fits,1.966591105952557,1.075606325515487,1.966591105952557,1.075606325515487,0.05124810784908219,0.05557066773662056,jw01182004002,002,004,8,F200W,nrca4,a,144,1.948827997490025,1.0009783423623233
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca4_visit002_exp00009_daophot_basic.fits,1.957196147976174,1.0748123906264553,1.957196147976174,1.0748123906264553,0.05646973410375071,0.04946751074274645,jw01182004002,002,004,9,F200W,nrca4,a,148,1.948827997490025,1.0009783423623233
